support,itemsets
0.0005453306066803,"frozenset({'dizziness', 'weakness', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0012749127673503547,"frozenset({'dizziness', 'nausea', 'feeling ill'})"
0.001141279772148994,"frozenset({'nausea', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0010157457463537765,"frozenset({'fainting', 'nausea', 'feeling ill'})"
0.0009779505557917754,"frozenset({'nausea', 'weakness', 'feeling ill'})"
0.0005993237360545871,"frozenset({'dizziness', 'nausea', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0005466804349146571,"frozenset({'fainting', 'nausea', 'feeling ill', 'dizziness'})"
0.0005574790607895145,"frozenset({'nausea', 'weakness', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0009867244393150971,"frozenset({'abnormal involuntary movements', 'dizziness', 'feeling ill'})"
0.000648592466608624,"frozenset({'abnormal involuntary movements', 'nausea', 'feeling ill'})"
0.0005925745948828011,"frozenset({'abnormal involuntary movements', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0009887491816666328,"frozenset({'abnormal involuntary movements', 'weakness', 'feeling ill'})"
0.0010265443722286339,"frozenset({'fainting', 'abnormal involuntary movements', 'feeling ill'})"
0.000617546417218409,"frozenset({'abnormal involuntary movements', 'decreased appetite', 'feeling ill'})"
0.000527107925516478,"frozenset({'fainting', 'abnormal involuntary movements', 'dizziness', 'feeling ill'})"
0.0005365567231569783,"frozenset({'fainting', 'abnormal involuntary movements', 'weakness', 'feeling ill'})"
0.0006566914360147671,"frozenset({'nausea', 'feeling ill', 'problems with movement'})"
0.0006195711595699447,"frozenset({'dizziness', 'feeling ill', 'problems with movement'})"
0.0005885251101797296,"frozenset({'problems with movement', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0005642282019613004,"frozenset({'abnormal involuntary movements', 'feeling ill', 'problems with movement'})"
0.0006101223619294445,"frozenset({'weakness', 'feeling ill', 'problems with movement'})"
0.0005986488219374085,"frozenset({'fainting', 'feeling ill', 'problems with movement'})"
0.0005439807784459428,"frozenset({'decreased appetite', 'feeling ill', 'problems with movement'})"
0.0013390296084823206,"frozenset({'fainting', 'weakness', 'feeling ill'})"
0.0005932495089999798,"frozenset({'fainting', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0017729993858281534,"frozenset({'fainting', 'dizziness', 'feeling ill'})"
0.000651967037194517,"frozenset({'fainting', 'weakness', 'feeling ill', 'dizziness'})"
0.0011426296003833511,"frozenset({'weakness', 'feeling ill', 'decreased appetite'})"
0.0009550034758077035,"frozenset({'fainting', 'decreased appetite', 'feeling ill'})"
0.0008368935053014504,"frozenset({'nausea', 'feeling ill', 'decreased appetite'})"
0.0005561292325551574,"frozenset({'decreased appetite', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0009178831993628811,"frozenset({'dizziness', 'feeling ill', 'decreased appetite'})"
0.0007181086206780187,"frozenset({'shortness of breath', 'decreased appetite', 'feeling ill'})"
0.0005392563796256926,"frozenset({'fainting', 'dizziness', 'feeling ill', 'decreased appetite'})"
0.0006728893748270533,"frozenset({'dizziness', 'chest tightness', 'feeling ill'})"
0.0006573663501319457,"frozenset({'fainting', 'chest tightness', 'feeling ill'})"
0.0005804261407735866,"frozenset({'chest tightness', 'feeling ill', 'palpitations'})"
0.0007032605101000898,"frozenset({'irregular heartbeat', 'chest tightness', 'feeling ill'})"
0.000553429576086443,"frozenset({'shortness of breath', 'chest tightness', 'feeling ill'})"
0.0006040481348748371,"frozenset({'chest tightness', 'weakness', 'feeling ill'})"
0.0006350941842650522,"frozenset({'chest tightness', 'sharp chest pain', 'feeling ill'})"
0.0014929100271990389,"frozenset({'shortness of breath', 'weakness', 'feeling ill'})"
0.001113608293344672,"frozenset({'shortness of breath', 'sharp chest pain', 'feeling ill'})"
0.0010015725498930261,"frozenset({'weakness', 'sharp chest pain', 'feeling ill'})"
0.0006992110253970182,"frozenset({'fainting', 'sharp chest pain', 'feeling ill'})"
0.0009840247828463828,"frozenset({'dizziness', 'sharp chest pain', 'feeling ill'})"
0.0007221581053810902,"frozenset({'irregular heartbeat', 'feeling ill', 'fainting'})"
0.0007140591359749472,"frozenset({'irregular heartbeat', 'sharp chest pain', 'feeling ill'})"
0.0006377938407337667,"frozenset({'irregular heartbeat', 'weakness', 'feeling ill'})"
0.0005122598149385491,"frozenset({'irregular heartbeat', 'feeling ill', 'palpitations'})"
0.0006769388595301248,"frozenset({'irregular heartbeat', 'dizziness', 'feeling ill'})"
0.0007660275229976985,"frozenset({'sharp chest pain', 'feeling ill', 'palpitations'})"
0.0010258694581114552,"frozenset({'shortness of breath', 'feeling ill', 'palpitations'})"
0.0007936990018020207,"frozenset({'vomiting', 'decreased appetite', 'feeling ill'})"
0.0010170955745881336,"frozenset({'vomiting', 'shortness of breath', 'feeling ill'})"
0.0008443175605904148,"frozenset({'vomiting', 'weakness', 'feeling ill'})"
0.0009016852605505949,"frozenset({'vomiting', 'nausea', 'feeling ill'})"
0.0005939244231171583,"frozenset({'vomiting', 'dizziness', 'feeling ill'})"
0.0005379065513913355,"frozenset({'vomiting', 'weakness', 'shortness of breath', 'feeling ill'})"
0.0005230584408134065,"frozenset({'vomiting', 'feeling ill', 'suprapubic pain'})"
0.0007079849089203399,"frozenset({'shortness of breath', 'feeling ill', 'suprapubic pain'})"
0.0005183340419931564,"frozenset({'feeling ill', 'suprapubic pain', 'cough'})"
0.0005028110172980488,"frozenset({'feeling ill', 'suprapubic pain', 'fever'})"
0.0005358818090397997,"frozenset({'sharp abdominal pain', 'feeling ill', 'suprapubic pain'})"
0.0005311574102195496,"frozenset({'weakness', 'feeling ill', 'suprapubic pain'})"
0.0010238447157599195,"frozenset({'shortness of breath', 'feeling ill', 'cough'})"
0.0005129347290557276,"frozenset({'vomiting', 'feeling ill', 'cough'})"
0.0005311574102195496,"frozenset({'decreased appetite', 'feeling ill', 'cough'})"
0.0005325072384539068,"frozenset({'weakness', 'feeling ill', 'cough'})"
0.0009266570828862027,"frozenset({'feeling ill', 'cough', 'fever'})"
0.0007457800994823409,"frozenset({'vomiting', 'feeling ill', 'fever'})"
0.0007208082771467331,"frozenset({'shortness of breath', 'feeling ill', 'fever'})"
0.0005507299196177287,"frozenset({'weakness', 'feeling ill', 'fever'})"
0.000761978038294627,"frozenset({'decreased appetite', 'feeling ill', 'fever'})"
0.0007464550135995194,"frozenset({'sharp abdominal pain', 'feeling ill', 'fever'})"
0.0007133842218577686,"frozenset({'shortness of breath', 'feeling ill', 'chills'})"
0.0005466804349146571,"frozenset({'feeling ill', 'chills', 'fever'})"
0.0005122598149385491,"frozenset({'feeling ill', 'chills', 'cough'})"
0.0005142845572900848,"frozenset({'decreased appetite', 'feeling ill', 'chills'})"
0.0005635532878441219,"frozenset({'weakness', 'feeling ill', 'chills'})"
0.0010866117286575283,"frozenset({'shortness of breath', 'feeling ill', 'difficulty breathing'})"
0.000852416529996558,"frozenset({'feeling ill', 'difficulty breathing', 'cough'})"
0.0005122598149385491,"frozenset({'decreased appetite', 'feeling ill', 'difficulty breathing'})"
0.0005264330113992995,"frozenset({'feeling ill', 'difficulty breathing', 'fever'})"
0.0005257580972821208,"frozenset({'weakness', 'feeling ill', 'difficulty breathing'})"
0.0005082103302354776,"frozenset({'sharp abdominal pain', 'feeling ill', 'difficulty breathing'})"
0.0005473553490318357,"frozenset({'shortness of breath', 'feeling ill', 'difficulty breathing', 'cough'})"
0.0006762639454129463,"frozenset({'sharp abdominal pain', 'shortness of breath', 'feeling ill'})"
0.0009995478075414904,"frozenset({'sharp abdominal pain', 'vomiting', 'feeling ill'})"
0.0007444302712479837,"frozenset({'sharp abdominal pain', 'decreased appetite', 'feeling ill'})"
0.0005055106737667632,"frozenset({'sharp abdominal pain', 'weakness', 'feeling ill'})"
0.0006377938407337667,"frozenset({'sharp abdominal pain', 'nausea', 'feeling ill'})"
0.0009050598311364879,"frozenset({'hostile behavior', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0008949361193788091,"frozenset({'feeling ill', 'depressive or psychotic symptoms', 'anxiety and nervousness'})"
0.001141279772148994,"frozenset({'hostile behavior', 'feeling ill', 'anxiety and nervousness'})"
0.0005743519137189792,"frozenset({'hostile behavior', 'feeling ill', 'depressive or psychotic symptoms', 'anxiety and nervousness'})"
0.0005021361031808702,"frozenset({'nausea', 'feeling ill', 'rectal bleeding'})"
0.0005439807784459428,"frozenset({'hostile behavior', 'drug abuse', 'feeling ill'})"
0.004116976114789393,"frozenset({'abnormal involuntary movements', 'seizures'})"
0.006060728772263729,"frozenset({'seizures', 'depressive or psychotic symptoms'})"
0.003806515620887242,"frozenset({'dizziness', 'seizures'})"
0.003097180883732545,"frozenset({'fainting', 'seizures'})"
0.002356800097187633,"frozenset({'seizures', 'nausea'})"
0.0015529773836279333,"frozenset({'decreased appetite', 'seizures'})"
0.0012357677485539966,"frozenset({'seizures', 'feeling ill'})"
0.0033644468741352664,"frozenset({'seizures', 'weakness'})"
0.0030040427355618998,"frozenset({'seizures', 'problems with movement'})"
0.0021873966537758072,"frozenset({'seizures', 'temper problems'})"
0.0021826722549555568,"frozenset({'hostile behavior', 'seizures'})"
0.0016123698259396491,"frozenset({'seizures', 'delusions or hallucinations'})"
0.0009732261569715254,"frozenset({'fears and phobias', 'seizures'})"
0.003894254456120459,"frozenset({'seizures', 'difficulty speaking'})"
0.0016440907894470429,"frozenset({'seizures', 'abusing alcohol'})"
0.0006816632583503749,"frozenset({'depression', 'seizures'})"
0.0006843629148190893,"frozenset({'excessive anger', 'seizures'})"
0.0013518529767087139,"frozenset({'seizures', 'sharp chest pain'})"
0.002397969858335527,"frozenset({'vomiting', 'seizures'})"
0.00301821593202265,"frozenset({'seizures', 'headache'})"
0.000993473580486883,"frozenset({'seizures', 'disturbance of memory'})"
0.0012425168897257823,"frozenset({'seizures', 'diminished vision'})"
0.0005169842137587992,"frozenset({'loss of sensation', 'seizures'})"
0.000761978038294627,"frozenset({'shortness of breath', 'seizures'})"
0.0006823381724675535,"frozenset({'seizures', 'back pain'})"
0.0005372316372741568,"frozenset({'sharp abdominal pain', 'seizures'})"
0.0018472399387177982,"frozenset({'abnormal involuntary movements', 'seizures', 'depressive or psychotic symptoms'})"
0.001964000080989694,"frozenset({'dizziness', 'seizures', 'depressive or psychotic symptoms'})"
0.001691334777649544,"frozenset({'abnormal involuntary movements', 'dizziness', 'seizures'})"
0.0005109099867041919,"frozenset({'dizziness', 'seizures', 'difficulty speaking'})"
0.0009070845734880236,"frozenset({'abnormal involuntary movements', 'dizziness', 'seizures', 'depressive or psychotic symptoms'})"
0.001448365695465252,"frozenset({'fainting', 'seizures', 'depressive or psychotic symptoms'})"
0.0010400426545722056,"frozenset({'fainting', 'dizziness', 'seizures'})"
0.0009536536475733463,"frozenset({'fainting', 'abnormal involuntary movements', 'seizures'})"
0.0009239574264174883,"frozenset({'fainting', 'seizures', 'weakness'})"
0.0005777264843048722,"frozenset({'fainting', 'dizziness', 'seizures', 'depressive or psychotic symptoms'})"
0.0005196838702275136,"frozenset({'fainting', 'abnormal involuntary movements', 'dizziness', 'seizures'})"
0.0005061855878839418,"frozenset({'fainting', 'abnormal involuntary movements', 'seizures', 'depressive or psychotic symptoms'})"
0.0008787381805665229,"frozenset({'seizures', 'nausea', 'depressive or psychotic symptoms'})"
0.0008767134382149872,"frozenset({'dizziness', 'seizures', 'nausea'})"
0.0008746886958634514,"frozenset({'fainting', 'seizures', 'nausea'})"
0.0006323945277963379,"frozenset({'abnormal involuntary movements', 'seizures', 'nausea'})"
0.001228343693265032,"frozenset({'weakness', 'seizures', 'nausea'})"
0.000614171846632516,"frozenset({'seizures', 'nausea', 'problems with movement'})"
0.0005480302631490143,"frozenset({'vomiting', 'seizures', 'nausea'})"
0.0005061855878839418,"frozenset({'fainting', 'nausea', 'seizures', 'weakness'})"
0.0005871752819453724,"frozenset({'abnormal involuntary movements', 'decreased appetite', 'seizures'})"
0.0005777264843048722,"frozenset({'dizziness', 'seizures', 'decreased appetite'})"
0.0005703024290159077,"frozenset({'decreased appetite', 'seizures', 'nausea'})"
0.000561528545492586,"frozenset({'fainting', 'decreased appetite', 'seizures'})"
0.0005007862749465131,"frozenset({'decreased appetite', 'seizures', 'depressive or psychotic symptoms'})"
0.000704610338334447,"frozenset({'decreased appetite', 'seizures', 'weakness'})"
0.0005554543184379787,"frozenset({'decreased appetite', 'seizures', 'problems with movement'})"
0.0006566914360147671,"frozenset({'nausea', 'seizures', 'feeling ill'})"
0.0006452178960227311,"frozenset({'dizziness', 'seizures', 'feeling ill'})"
0.0006398185830853024,"frozenset({'abnormal involuntary movements', 'seizures', 'feeling ill'})"
0.0005999986501717656,"frozenset({'fainting', 'seizures', 'feeling ill'})"
0.0005871752819453724,"frozenset({'decreased appetite', 'seizures', 'feeling ill'})"
0.0005750268278361579,"frozenset({'seizures', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0005757017419533364,"frozenset({'weakness', 'seizures', 'feeling ill'})"
0.0005999986501717656,"frozenset({'seizures', 'feeling ill', 'problems with movement'})"
0.0010245196298770982,"frozenset({'abnormal involuntary movements', 'seizures', 'weakness'})"
0.0008915615487929161,"frozenset({'seizures', 'weakness', 'depressive or psychotic symptoms'})"
0.0008895368064413804,"frozenset({'dizziness', 'seizures', 'weakness'})"
0.0006593910924834814,"frozenset({'difficulty speaking', 'seizures', 'weakness'})"
0.0014881856283787888,"frozenset({'abnormal involuntary movements', 'seizures', 'problems with movement'})"
0.0011156330356962077,"frozenset({'dizziness', 'seizures', 'problems with movement'})"
0.0009739010710887039,"frozenset({'seizures', 'weakness', 'problems with movement'})"
0.0005952742513515155,"frozenset({'fainting', 'seizures', 'problems with movement'})"
0.001054215851032956,"frozenset({'problems with movement', 'seizures', 'depressive or psychotic symptoms'})"
0.0010258694581114552,"frozenset({'seizures', 'problems with movement', 'headache'})"
0.0007606282100602698,"frozenset({'seizures', 'difficulty speaking', 'problems with movement'})"
0.0005601787172582289,"frozenset({'abnormal involuntary movements', 'dizziness', 'seizures', 'problems with movement'})"
0.0005176591278759778,"frozenset({'abnormal involuntary movements', 'seizures', 'weakness', 'problems with movement'})"
0.0005750268278361579,"frozenset({'problems with movement', 'abnormal involuntary movements', 'seizures', 'depressive or psychotic symptoms'})"
0.0005838007113594796,"frozenset({'abnormal involuntary movements', 'seizures', 'problems with movement', 'headache'})"
0.0005034859314152274,"frozenset({'seizures', 'difficulty speaking', 'problems with movement', 'headache'})"
0.0011028096674698144,"frozenset({'seizures', 'depressive or psychotic symptoms', 'temper problems'})"
0.0007727766641694845,"frozenset({'seizures', 'difficulty speaking', 'temper problems'})"
0.0011169828639305648,"frozenset({'hostile behavior', 'seizures', 'temper problems'})"
0.0011075340662900647,"frozenset({'hostile behavior', 'seizures', 'depressive or psychotic symptoms'})"
0.0007822254618099847,"frozenset({'hostile behavior', 'seizures', 'difficulty speaking'})"
0.0005750268278361579,"frozenset({'hostile behavior', 'seizures', 'depressive or psychotic symptoms', 'temper problems'})"
0.0005183340419931564,"frozenset({'seizures', 'delusions or hallucinations', 'temper problems'})"
0.0008591656711683438,"frozenset({'seizures', 'delusions or hallucinations', 'depressive or psychotic symptoms'})"
0.0005028110172980488,"frozenset({'hostile behavior', 'seizures', 'delusions or hallucinations'})"
0.0005055106737667632,"frozenset({'fears and phobias', 'seizures', 'delusions or hallucinations'})"
0.0005095601584698347,"frozenset({'fears and phobias', 'seizures', 'depressive or psychotic symptoms'})"
0.0012897608779282837,"frozenset({'seizures', 'difficulty speaking', 'depressive or psychotic symptoms'})"
0.0009617526169794894,"frozenset({'abnormal involuntary movements', 'seizures', 'difficulty speaking'})"
0.0009172082852457025,"frozenset({'seizures', 'depressive or psychotic symptoms', 'abusing alcohol'})"
0.0008179959100204499,"frozenset({'fainting', 'seizures', 'abusing alcohol'})"
0.0005028110172980488,"frozenset({'hostile behavior', 'seizures', 'abusing alcohol'})"
0.0005115849008213704,"frozenset({'fainting', 'seizures', 'depressive or psychotic symptoms', 'abusing alcohol'})"
0.0006634405771865531,"frozenset({'fainting', 'seizures', 'sharp chest pain'})"
0.0007363313018418406,"frozenset({'vomiting', 'seizures', 'sharp chest pain'})"
0.0011210323486336364,"frozenset({'vomiting', 'seizures', 'depressive or psychotic symptoms'})"
0.0009610777028623107,"frozenset({'vomiting', 'dizziness', 'seizures'})"
0.0007970735723879137,"frozenset({'vomiting', 'seizures', 'abnormal involuntary movements'})"
0.0006445429819055525,"frozenset({'fainting', 'vomiting', 'seizures'})"
0.0005250831831649423,"frozenset({'vomiting', 'seizures', 'headache'})"
0.000564903116078479,"frozenset({'vomiting', 'seizures', 'weakness'})"
0.0005709773431330864,"frozenset({'vomiting', 'dizziness', 'seizures', 'depressive or psychotic symptoms'})"
0.000519008956110335,"frozenset({'vomiting', 'seizures', 'depressive or psychotic symptoms', 'abnormal involuntary movements'})"
0.0012080962697496743,"frozenset({'seizures', 'difficulty speaking', 'headache'})"
0.0011453292568520655,"frozenset({'seizures', 'depressive or psychotic symptoms', 'headache'})"
0.0009050598311364879,"frozenset({'dizziness', 'seizures', 'headache'})"
0.0013133828720295342,"frozenset({'abnormal involuntary movements', 'seizures', 'headache'})"
0.0007181086206780187,"frozenset({'seizures', 'weakness', 'headache'})"
0.0005689526007815505,"frozenset({'abnormal involuntary movements', 'seizures', 'difficulty speaking', 'headache'})"
0.0005183340419931564,"frozenset({'abnormal involuntary movements', 'seizures', 'depressive or psychotic symptoms', 'headache'})"
0.0005014611890636916,"frozenset({'dizziness', 'seizures', 'depressive or psychotic symptoms', 'headache'})"
0.0006614158348350172,"frozenset({'seizures', 'disturbance of memory', 'headache'})"
0.0005520797478520858,"frozenset({'seizures', 'difficulty speaking', 'disturbance of memory'})"
0.0006755890312957676,"frozenset({'diminished vision', 'seizures', 'depressive or psychotic symptoms'})"
0.0006202460736871233,"frozenset({'dizziness', 'seizures', 'diminished vision'})"
0.0006020233925233014,"frozenset({'seizures', 'diminished vision', 'headache'})"
0.0005918996807656226,"frozenset({'vomiting', 'seizures', 'diminished vision'})"
0.0028251904945095735,"frozenset({'abnormal involuntary movements', 'sweating'})"
0.0013194570990841415,"frozenset({'sweating', 'seizures'})"
0.00394149844432296,"frozenset({'dizziness', 'sweating'})"
0.002151626205565342,"frozenset({'sweating', 'weakness'})"
0.0018047203493355471,"frozenset({'sweating', 'depressive or psychotic symptoms'})"
0.001272888024998819,"frozenset({'sweating', 'feeling ill'})"
0.0011703010791876735,"frozenset({'decreased appetite', 'sweating'})"
0.002772547193369644,"frozenset({'sweating', 'nausea'})"
0.002271086004305952,"frozenset({'fainting', 'sweating'})"
0.0012485911167803897,"frozenset({'sweating', 'problems with movement'})"
0.004667706034407122,"frozenset({'shortness of breath', 'sweating'})"
0.0022002200220022,"frozenset({'sweating', 'difficulty breathing'})"
0.0020206928668326956,"frozenset({'fatigue', 'sweating'})"
0.0012492660308975683,"frozenset({'sweating', 'difficulty in swallowing'})"
0.0012452165461944967,"frozenset({'sweating', 'insomnia'})"
0.0034616345070089833,"frozenset({'chest tightness', 'sweating'})"
0.003038463355538008,"frozenset({'irregular heartbeat', 'sweating'})"
0.0017972962940465825,"frozenset({'arm pain', 'sweating'})"
0.003455560279954376,"frozenset({'sweating', 'sharp chest pain'})"
0.0011392550297974584,"frozenset({'heartburn', 'sweating'})"
0.0009428550216984889,"frozenset({'sweating', 'lower body pain'})"
0.0011932481591717455,"frozenset({'sweating', 'palpitations'})"
0.0012222694662104247,"frozenset({'sweating', 'leg pain'})"
0.001008321691064812,"frozenset({'sweating', 'cough'})"
0.0008922364629100947,"frozenset({'sweating', 'side pain'})"
0.0008814378370352372,"frozenset({'sweating', 'leg swelling'})"
0.0009354309664095244,"frozenset({'sweating', 'ear pain'})"
0.0007174337065608402,"frozenset({'sweating', 'headache'})"
0.0007167587924436615,"frozenset({'vomiting', 'sweating'})"
0.0007059601665688042,"frozenset({'sweating', 'spots or clouds in vision'})"
0.0006107972760466231,"frozenset({'sweating', 'plugged feeling in ear'})"
0.0008800880088008801,"frozenset({'diminished hearing', 'sweating'})"
0.0007181086206780187,"frozenset({'loss of sensation', 'sweating'})"
0.0006965113689283038,"frozenset({'drug abuse', 'sweating'})"
0.0006661402336552674,"frozenset({'sweating', 'abusing alcohol'})"
0.0006411684113196596,"frozenset({'depression', 'sweating'})"
0.0006242955583901948,"frozenset({'sweating', 'anxiety and nervousness'})"
0.0005885251101797296,"frozenset({'sweating', 'delusions or hallucinations'})"
0.000614171846632516,"frozenset({'hostile behavior', 'sweating'})"
0.0008206955664891643,"frozenset({'abnormal involuntary movements', 'dizziness', 'sweating'})"
0.0006236206442730163,"frozenset({'shortness of breath', 'sweating', 'abnormal involuntary movements'})"
0.0006890873136393394,"frozenset({'abnormal involuntary movements', 'sweating', 'seizures'})"
0.000606072877226373,"frozenset({'sweating', 'depressive or psychotic symptoms', 'seizures'})"
0.0006654653195380888,"frozenset({'sweating', 'weakness', 'seizures'})"
0.0006236206442730163,"frozenset({'sweating', 'nausea', 'seizures'})"
0.0006236206442730163,"frozenset({'fainting', 'sweating', 'seizures'})"
0.0006445429819055525,"frozenset({'dizziness', 'sweating', 'seizures'})"
0.0008807629229180587,"frozenset({'shortness of breath', 'dizziness', 'sweating'})"
0.0007106845653890542,"frozenset({'abnormal involuntary movements', 'sweating', 'weakness'})"
0.0006492673807258027,"frozenset({'dizziness', 'sweating', 'weakness'})"
0.0006215959019214805,"frozenset({'weakness', 'sweating', 'nausea'})"
0.0006857127430534465,"frozenset({'fainting', 'sweating', 'weakness'})"
0.0006134969325153375,"frozenset({'dizziness', 'sweating', 'depressive or psychotic symptoms'})"
0.0006013484784061228,"frozenset({'abnormal involuntary movements', 'sweating', 'depressive or psychotic symptoms'})"
0.0005682776866643719,"frozenset({'sweating', 'weakness', 'depressive or psychotic symptoms'})"
0.0006033732207576586,"frozenset({'fainting', 'sweating', 'depressive or psychotic symptoms'})"
0.0005878501960625511,"frozenset({'sweating', 'nausea', 'depressive or psychotic symptoms'})"
0.0006877374854049822,"frozenset({'abnormal involuntary movements', 'sweating', 'feeling ill'})"
0.0006634405771865531,"frozenset({'dizziness', 'sweating', 'feeling ill'})"
0.0006344192701478737,"frozenset({'weakness', 'sweating', 'feeling ill'})"
0.0005831257972423009,"frozenset({'sweating', 'feeling ill', 'depressive or psychotic symptoms'})"
0.0006715395465926961,"frozenset({'sweating', 'feeling ill', 'seizures'})"
0.0006215959019214805,"frozenset({'nausea', 'sweating', 'feeling ill'})"
0.0006620907489521959,"frozenset({'fainting', 'sweating', 'feeling ill'})"
0.0005858254537110153,"frozenset({'decreased appetite', 'sweating', 'feeling ill'})"
0.0005682776866643719,"frozenset({'decreased appetite', 'sweating', 'seizures'})"
0.0005682776866643719,"frozenset({'decreased appetite', 'sweating', 'depressive or psychotic symptoms'})"
0.000614171846632516,"frozenset({'decreased appetite', 'sweating', 'weakness'})"
0.0005993237360545871,"frozenset({'fainting', 'decreased appetite', 'sweating'})"
0.0005959491654686941,"frozenset({'abnormal involuntary movements', 'decreased appetite', 'sweating'})"
0.0005372316372741568,"frozenset({'decreased appetite', 'sweating', 'problems with movement'})"
0.0005257580972821208,"frozenset({'decreased appetite', 'sweating', 'nausea'})"
0.00060269830664048,"frozenset({'dizziness', 'sweating', 'decreased appetite'})"
0.0006080976195779087,"frozenset({'abnormal involuntary movements', 'sweating', 'nausea'})"
0.0009232825123003098,"frozenset({'dizziness', 'sweating', 'nausea'})"
0.0011864990179999595,"frozenset({'fainting', 'sweating', 'nausea'})"
0.0006654653195380888,"frozenset({'fainting', 'abnormal involuntary movements', 'sweating'})"
0.0006364440124994095,"frozenset({'fainting', 'dizziness', 'sweating'})"
0.0005331821525710853,"frozenset({'fainting', 'chest tightness', 'sweating'})"
0.0006195711595699447,"frozenset({'sweating', 'weakness', 'problems with movement'})"
0.0005878501960625511,"frozenset({'problems with movement', 'sweating', 'depressive or psychotic symptoms'})"
0.0005844756254766581,"frozenset({'sweating', 'feeling ill', 'problems with movement'})"
0.0006701897183583389,"frozenset({'sweating', 'problems with movement', 'seizures'})"
0.0006384687548509452,"frozenset({'abnormal involuntary movements', 'sweating', 'problems with movement'})"
0.0006303697854448022,"frozenset({'sweating', 'nausea', 'problems with movement'})"
0.0006242955583901948,"frozenset({'dizziness', 'sweating', 'problems with movement'})"
0.0006020233925233014,"frozenset({'fainting', 'sweating', 'problems with movement'})"
0.0010501663663298846,"frozenset({'shortness of breath', 'sweating', 'difficulty breathing'})"
0.0006850378289362678,"frozenset({'abnormal involuntary movements', 'sweating', 'difficulty breathing'})"
0.0010974103545323857,"frozenset({'shortness of breath', 'sweating', 'fatigue'})"
0.0006762639454129463,"frozenset({'fatigue', 'sweating', 'difficulty breathing'})"
0.0007343065594903049,"frozenset({'fatigue', 'sweating', 'abnormal involuntary movements'})"
0.000678288687764482,"frozenset({'sweating', 'difficulty breathing', 'difficulty in swallowing'})"
0.0006661402336552674,"frozenset({'fatigue', 'sweating', 'difficulty in swallowing'})"
0.0006627656630693744,"frozenset({'abnormal involuntary movements', 'sweating', 'difficulty in swallowing'})"
0.0005945993372343369,"frozenset({'shortness of breath', 'sweating', 'difficulty in swallowing'})"
0.0006445429819055525,"frozenset({'insomnia', 'sweating', 'difficulty in swallowing'})"
0.0006276701289760878,"frozenset({'sweating', 'difficulty breathing', 'insomnia'})"
0.0006236206442730163,"frozenset({'fatigue', 'sweating', 'insomnia'})"
0.0006533168654288742,"frozenset({'abnormal involuntary movements', 'sweating', 'insomnia'})"
0.0006296948713276235,"frozenset({'shortness of breath', 'sweating', 'insomnia'})"
0.0017905471528747968,"frozenset({'shortness of breath', 'chest tightness', 'sweating'})"
0.0008416179041217005,"frozenset({'dizziness', 'chest tightness', 'sweating'})"
0.001428793186067073,"frozenset({'irregular heartbeat', 'shortness of breath', 'sweating'})"
0.001387623424919179,"frozenset({'irregular heartbeat', 'chest tightness', 'sweating'})"
0.0013822241119817503,"frozenset({'irregular heartbeat', 'sweating', 'sharp chest pain'})"
0.0010859368145403497,"frozenset({'irregular heartbeat', 'dizziness', 'sweating'})"
0.0007471299277166981,"frozenset({'irregular heartbeat', 'shortness of breath', 'chest tightness', 'sweating'})"
0.0007464550135995194,"frozenset({'irregular heartbeat', 'shortness of breath', 'sweating', 'sharp chest pain'})"
0.000709334737154697,"frozenset({'irregular heartbeat', 'chest tightness', 'sweating', 'sharp chest pain'})"
0.0009145086287769881,"frozenset({'arm pain', 'chest tightness', 'sweating'})"
0.0008598405852855224,"frozenset({'shortness of breath', 'sweating', 'arm pain'})"
0.0008530914441137365,"frozenset({'irregular heartbeat', 'arm pain', 'sweating'})"
0.000849041959410665,"frozenset({'arm pain', 'sweating', 'sharp chest pain'})"
0.0017500523058440814,"frozenset({'shortness of breath', 'sweating', 'sharp chest pain'})"
0.0017493773917269027,"frozenset({'chest tightness', 'sweating', 'sharp chest pain'})"
0.0008544412723480937,"frozenset({'dizziness', 'sweating', 'sharp chest pain'})"
0.0009192330275972383,"frozenset({'shortness of breath', 'chest tightness', 'sweating', 'sharp chest pain'})"
0.0005743519137189792,"frozenset({'arm pain', 'heartburn', 'sweating'})"
0.0005723271713674435,"frozenset({'heartburn', 'sweating', 'chest tightness'})"
0.0005628783737269432,"frozenset({'heartburn', 'sweating', 'sharp chest pain'})"
0.000556804146672336,"frozenset({'shortness of breath', 'heartburn', 'sweating'})"
0.0005520797478520858,"frozenset({'irregular heartbeat', 'heartburn', 'sweating'})"
0.000617546417218409,"frozenset({'fainting', 'heartburn', 'sweating'})"
0.0005703024290159077,"frozenset({'heartburn', 'sweating', 'nausea'})"
0.0005075354161182989,"frozenset({'sweating', 'chest tightness', 'lower body pain'})"
