antecedents,consequents,fitness,support,confidence,lift,cooccurrence_score,combined_score
frozenset({'blood in stool'}),frozenset({'sharp abdominal pain'}),0.005996197727836666,0.013485458975345387,0.44763312946658596,3.4159516016952756,19981,0.020620522344691573
"frozenset({'insomnia', 'depressive or psychotic symptoms'})",frozenset({'depression'}),0.005990192161708537,0.006565564531913314,0.4591711507599358,10.753135326091357,70603,0.032417668704646845
"frozenset({'coryza', 'fever'})",frozenset({'sore throat'}),0.005986826663433804,0.00673024357650489,0.4477571730052535,7.877606309019484,75084,0.023739283495840396
frozenset({'regurgitation.1'}),frozenset({'regurgitation'}),0.005962654041344324,0.010046771548320477,0.5964659213847819,59.36891453299676,14886,0.35577159537339687
"frozenset({'insomnia', 'depressive or psychotic symptoms'})",frozenset({'anxiety and nervousness'}),0.005949751480326003,0.006543292366046421,0.4576135183611819,11.590888793446029,68329,0.03470658720194186
"frozenset({'ear pain', 'fever'})",frozenset({'cough'}),0.005934617775086685,0.005966240795858727,0.5003112796423114,5.074139169622251,87340,0.015146191594326707
"frozenset({'cough', 'coryza', 'fever'})",frozenset({'nasal congestion'}),0.0059324848223370865,0.0039010035972922444,0.5098800282286521,7.799889955558679,200026,0.015514322946381645
frozenset({'painful urination'}),frozenset({'sharp abdominal pain'}),0.0059258377145781985,0.01446475935937152,0.4126299576434347,3.1488374562427466,21432,0.018794129331026522
"frozenset({'foreign body sensation in eye', 'pain in eye'})",frozenset({'symptoms of eye'}),0.005913910506505238,0.005875127390039618,0.5062518173887758,14.8867392436626,56414,0.04427753800018182
frozenset({'depressive or psychotic symptoms'}),frozenset({'depression'}),0.005911078936703739,0.01908994580439639,0.3125897928961386,7.320408390213559,28285,0.04368323553947961
"frozenset({'lower abdominal pain', 'vomiting'})",frozenset({'sharp abdominal pain'}),0.005907280179208923,0.006147117779262589,0.48343949044585993,3.68919499698146,114157,0.010963400231367834
"frozenset({'lacrimation', 'symptoms of eye'})",frozenset({'diminished vision'}),0.005905920375102987,0.006007410557006621,0.4945,13.939193253809714,59302,0.04140866684264597
"frozenset({'sore throat', 'nasal congestion', 'cough'})",frozenset({'fever'}),0.0058963198066921095,0.00443891014868358,0.4457169964760098,5.406025672420899,232115,0.010695809354150135
"frozenset({'irregular appearing scalp', 'skin dryness, peeling, scaliness, or roughness'})",frozenset({'abnormal appearing skin'}),0.005889012139705276,0.006012134955826871,0.4926991150442478,7.423629943842202,63628,0.02199008042990582
frozenset({'itchiness of eye'}),frozenset({'lacrimation'}),0.005875022728369396,0.012861163416955193,0.45973462002412546,15.506977359053566,19056,0.09168844737162433
"frozenset({'headache', 'vomiting'})",frozenset({'nausea'}),0.005861421790195452,0.007127767991523079,0.4140919071518193,4.322127125283619,105375,0.012756978817458431
frozenset({'leg pain'}),frozenset({'back pain'}),0.0058576262935962665,0.019681170571044834,0.3005452090655178,3.4070804348559367,29161,0.020153158530755604
frozenset({'eye redness'}),frozenset({'pain in eye'}),0.0058445887972524355,0.0120256197398881,0.48892791482589254,12.740139698921602,17818,0.07490770486537306
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'skin swelling'}),0.005843917108689497,0.01367510984227257,0.4302550272864332,6.982431175021791,20262,0.04108312212369511
frozenset({'skin growth'}),frozenset({'skin swelling'}),0.005832700825155221,0.015676905113824267,0.374965696482477,6.085163455719515,23228,0.03577042634999285
"frozenset({'skin dryness, peeling, scaliness, or roughness', 'skin swelling'})",frozenset({'skin lesion'}),0.005819659350793041,0.006327994762666451,0.4627381304905735,9.26570633282837,72431,0.027131882666567464
frozenset({'vaginal discharge'}),frozenset({'sharp abdominal pain'}),0.005815263999697106,0.012603346224192971,0.4643079141699197,3.543199237684936,18674,0.020734211631013338
"frozenset({'insomnia', 'anxiety and nervousness'})",frozenset({'depressive or psychotic symptoms'}),0.005811499993646227,0.006543292366046421,0.4469801751959428,7.319111422568934,68329,0.021406365964805687
frozenset({'cramps and spasms'}),frozenset({'sharp abdominal pain'}),0.005806088044680038,0.01132640871449108,0.5155126866130122,3.9339500845890876,16782,0.0229699702053943
"frozenset({'itching of skin', 'acne or pimples'})",frozenset({'abnormal appearing skin'}),0.005806029822067099,0.005784013984220508,0.5048006125935088,7.605966458824493,69992,0.022207701609047253
"frozenset({'leg pain', 'low back pain', 'neck pain'})",frozenset({'back pain'}),0.005805971770634348,0.003622264066897487,0.5371834651186067,6.0896903984077095,155276,0.011849443581773702
frozenset({'pain in eye'}),frozenset({'diminished vision'}),0.0057953535630570685,0.014968920204903926,0.39004959375329745,10.994897201005427,22179,0.06419504038271341
"frozenset({'skin dryness, peeling, scaliness, or roughness', 'skin lesion'})",frozenset({'skin swelling'}),0.005778874676097456,0.006327994762666451,0.4594952217593727,7.4569582171326365,72431,0.02168247330003791
frozenset({'side pain'}),frozenset({'back pain'}),0.005762954008722231,0.015716050132620625,0.36956625244012764,4.18952593517237,23286,0.024333276709086533
"frozenset({'itching of skin', 'skin lesion'})",frozenset({'skin swelling'}),0.005757413858883046,0.006502122604898527,0.4456059204440333,7.231554481317753,77624,0.020952592622663902
frozenset({'pain in eye'}),frozenset({'symptoms of eye'}),0.005755331055920443,0.014916951817881175,0.38869543807815415,11.429899968985229,22102,0.06627228732542804
"frozenset({'sharp abdominal pain', 'upper abdominal pain'})",frozenset({'nausea'}),0.005743273742197136,0.006147117779262589,0.47001754567034787,4.90585676371656,93132,0.014174262409999644
frozenset({'lacrimation'}),frozenset({'diminished vision'}),0.00574031258312354,0.013087934560327199,0.4414596944931364,12.444068746830382,19392,0.07189928555880347
"frozenset({'cough', 'shortness of breath'})",frozenset({'sharp chest pain'}),0.005733314403949891,0.0072479027043808675,0.39837519011759465,4.093885934634497,99226,0.011820623274738734
"frozenset({'sore throat', 'coryza', 'nasal congestion'})",frozenset({'cough'}),0.005722031666249052,0.0036695080550999885,0.5226377006632702,5.300572936018479,185474,0.010165562028177297
"frozenset({'side pain', 'vomiting'})",frozenset({'sharp abdominal pain'}),0.005720808033581467,0.0059372194888200475,0.48462979286029084,3.6982783627366316,95775,0.010641254009900703
"frozenset({'itchiness of eye', 'pain in eye'})",frozenset({'lacrimation'}),0.00571536718359235,0.0059237212064764755,0.4852656604190855,16.36814649471046,57408,0.047051521726823156
"frozenset({'burning abdominal pain', 'diarrhea'})",frozenset({'sharp abdominal pain'}),0.005695822953213333,0.005825183745368402,0.4917388331814039,3.7525284529843312,84037,0.01074900164289353
"frozenset({'low back pain', 'neck pain'})",frozenset({'leg pain'}),0.005693359281937843,0.006743066944731283,0.42500425387102264,6.49011154455026,69120,0.0185995702283114
"frozenset({'skin dryness, peeling, scaliness, or roughness', 'skin rash'})",frozenset({'abnormal appearing skin'}),0.0056668124521898795,0.005573440779660788,0.51120465519376,7.702457889308585,69549,0.021945603256180737
"frozenset({'sore throat', 'vomiting'})",frozenset({'cough'}),0.005650642498045326,0.005435083385639177,0.5226505711318795,5.300703467852477,78182,0.015057440314522778
"frozenset({'arm pain', 'back pain'})",frozenset({'low back pain'}),0.00564682006995836,0.006236881356847341,0.4555133829546015,10.173505285153139,70492,0.02890275481212129
"frozenset({'depressive or psychotic symptoms', 'excessive anger'})",frozenset({'depression'}),0.005632479667100201,0.005914947322953154,0.47893327504235206,11.215936171458404,64717,0.03177323406639333
"frozenset({'cough', 'vomiting'})",frozenset({'fever'}),0.005623239856710714,0.006805159043511713,0.41596534653465345,5.045172968459656,103436,0.014281423287685202
"frozenset({'irregular appearing scalp', 'acne or pimples'})",frozenset({'abnormal appearing skin'}),0.005610308331190673,0.005661179614894004,0.49830689716628046,7.5081239037632095,61168,0.021180453933393538
"frozenset({'acne or pimples', 'skin growth'})",frozenset({'abnormal appearing skin'}),0.005602539221194552,0.005565341810254645,0.5061379818315738,7.626116960456266,65849,0.021481481688040434
"frozenset({'itchiness of eye', 'diminished vision'})",frozenset({'lacrimation'}),0.005599189207334187,0.005437783042107892,0.5176357211692901,17.459997700387053,54013,0.049146239962072166
"frozenset({'cough', 'coryza', 'nasal congestion'})",frozenset({'fever'}),0.005595826921785089,0.0039010035972922444,0.4809452487934764,5.833303155506505,200026,0.010944263397548884
"frozenset({'lower abdominal pain', 'vomiting'})",frozenset({'nausea'}),0.005594665412074154,0.005981763820553834,0.4704352441613588,4.910216534934031,98367,0.013817509026426547
frozenset({'low back pain'}),frozenset({'neck pain'}),0.005577957382348383,0.01586588106663427,0.3543510046577531,8.554620084583913,23508,0.048094851694073244
"frozenset({'skin moles', 'irregular appearing scalp'})",frozenset({'skin swelling'}),0.005575984175739154,0.0054418325268109635,0.5151089248067463,8.359490039632112,57124,0.0234327916670611
"frozenset({'irregular appearing scalp', 'skin swelling'})",frozenset({'skin lesion'}),0.0055607024534971026,0.006390761775564059,0.43783233920562253,8.767001486983009,73248,0.02453079061085271
"frozenset({'arm pain', 'low back pain'})",frozenset({'neck pain'}),0.0055491162906838865,0.005883901273562939,0.47431991294885745,11.450868208344472,61748,0.03195767317217582
frozenset({'lacrimation'}),frozenset({'itchiness of eye'}),0.005543736018642553,0.012861163416955193,0.4338106403806315,15.506977359053566,19056,0.08651822668413114
"frozenset({'diminished vision', 'pain in eye'})",frozenset({'lacrimation'}),0.005537067930726765,0.006458253187281918,0.43144415888903914,14.552732189794947,61836,0.04054937809478209
"frozenset({'nausea', 'blood in stool'})",frozenset({'sharp abdominal pain'}),0.005529727279272152,0.005360167918632354,0.5185765589291544,3.9573309267492456,90860,0.011000024331421427
"frozenset({'lacrimation', 'symptoms of eye'})",frozenset({'pain in eye'}),0.005523303735110246,0.005808985806556115,0.47816666666666663,12.459730663712143,60367,0.03460893758719941
frozenset({'shoulder pain'}),frozenset({'arm pain'}),0.005514584793862131,0.013236415666106487,0.4193734630599807,8.884754550696792,19612,0.049319285628338046
"frozenset({'irregular appearing scalp', 'abnormal appearing skin'})",frozenset({'skin growth'}),0.005508947380331872,0.006298298541510592,0.44008488564017917,10.526104129441043,66776,0.02917610799072192
"frozenset({'skin swelling', 'abnormal appearing skin'})",frozenset({'skin rash'}),0.005487211166015712,0.008570059459933723,0.3228742880390561,6.420436530966277,94479,0.017765680758850155
"frozenset({'lacrimation', 'diminished vision'})",frozenset({'symptoms of eye'}),0.00548198054619708,0.006007410557006621,0.4590037128712871,13.497370973663841,59302,0.037217971290851005
frozenset({'irregular appearing scalp'}),frozenset({'skin lesion'}),0.005479582135238387,0.013401769624815242,0.4116037559853243,8.241809518497966,19857,0.04546362390665621
frozenset({'excessive anger'}),frozenset({'depressive or psychotic symptoms'}),0.005466768335571886,0.012350253430251,0.4453720154793487,7.2927784870066805,18299,0.040113616388368786
"frozenset({'nausea', 'sharp abdominal pain', 'diarrhea'})",frozenset({'vomiting'}),0.0054637532620654345,0.0040791809242273925,0.4492010405053884,3.979335304477082,247594,0.0072916238463047725
"frozenset({'nausea', 'side pain'})",frozenset({'sharp abdominal pain'}),0.005459489783688053,0.005840031855946331,0.4701439826134203,3.5877350998337794,99357,0.009850685812526575
"frozenset({'itching of skin', 'skin swelling', 'skin lesion'})",frozenset({'abnormal appearing skin'}),0.005438395186507837,0.003442061997610804,0.5293751297488063,7.976237311438357,181460,0.014533837139453958
"frozenset({'sharp chest pain', 'difficulty breathing'})",frozenset({'shortness of breath'}),0.005433323946664948,0.005597737687879217,0.4880258899676375,5.641013538154616,86897,0.015410351596501745
"frozenset({'lacrimation', 'itchiness of eye'})",frozenset({'pain in eye'}),0.005424740042487135,0.0059237212064764755,0.4605898404701931,12.001726089998083,57408,0.032745579139742347
frozenset({'insomnia'}),frozenset({'anxiety and nervousness'}),0.005422322039373706,0.014638887201603596,0.3731099375569814,9.45049833632584,21690,0.05161781190790759
"frozenset({'sore throat', 'coryza', 'fever'})",frozenset({'cough'}),0.0054155787512386805,0.003494705298750734,0.5192539109506619,5.266254661333994,186521,0.009556353167273412
frozenset({'chills'}),frozenset({'fever'}),0.005412429927444279,0.011713134503634412,0.4647830744509909,5.637274890691789,17355,0.030689700319816323
"frozenset({'skin moles', 'abnormal appearing skin'})",frozenset({'skin growth'}),0.005406623512209911,0.006016859354647121,0.4519874264854999,10.810793261994458,63180,0.029400436331772046
"frozenset({'cough', 'sore throat', 'coryza'})",frozenset({'nasal congestion'}),0.00539676295775058,0.0036695080550999885,0.49292837715321847,7.540572065793998,185474,0.013639421820423901
"frozenset({'skin swelling', 'skin growth', 'skin lesion'})",frozenset({'abnormal appearing skin'}),0.005385439782520513,0.003550723170476557,0.5082600714906772,7.658091055509032,177587,0.013820486568935978
"frozenset({'chest tightness', 'cough'})",frozenset({'sharp chest pain'}),0.005383103138144057,0.005147569971721099,0.5255650496141124,5.40094719180573,66575,0.014611630001413993
"frozenset({'sharp chest pain', 'vomiting'})",frozenset({'nausea'}),0.005381558880798735,0.007289072465528761,0.371836804957824,3.881085124172161,111789,0.010519081278077016
"frozenset({'itchiness of eye', 'symptoms of eye'})",frozenset({'pain in eye'}),0.005378823918034534,0.0053939136244912835,0.5012858307721257,13.062153580249298,56132,0.0353186587385273
"frozenset({'sharp chest pain', 'palpitations'})",frozenset({'shortness of breath'}),0.0053631256111004895,0.005355443519812104,0.5033940239802067,5.818651351646081,82787,0.015686492075611385
"frozenset({'anxiety and nervousness', 'depression'})",frozenset({'insomnia'}),0.0053619625338236,0.006895597535213644,0.3914709375838155,9.977650286236939,68921,0.026933928923960626
"frozenset({'irregular appearing scalp', 'skin swelling'})",frozenset({'skin growth'}),0.005355390769910573,0.006271301976823449,0.42964812502889904,10.276474040898977,63999,0.027689477704798685
"frozenset({'itching of skin', 'skin rash'})",frozenset({'skin swelling'}),0.005352884310971586,0.006654653195380888,0.40486162437381945,6.570332124709278,74693,0.017701878839226633
"frozenset({'skin moles', 'irregular appearing scalp'})",frozenset({'abnormal appearing skin'}),0.005342592409202541,0.005326422212773425,0.5041845013735387,7.5966833455376,56582,0.020400889534644535
frozenset({'wheezing'}),frozenset({'cough'}),0.005337899288594523,0.010290415544621947,0.5213897342953869,5.287916105586483,15247,0.028371346316533173
frozenset({'skin growth'}),frozenset({'skin lesion'}),0.005337811048604598,0.014994566941356712,0.3586452935573959,7.181387806167723,22217,0.038619570840442374
"frozenset({'leg pain', 'hip pain'})",frozenset({'back pain'}),0.005311011747621179,0.0068888483940418585,0.3881283747813522,4.399952326778572,78253,0.011764405671061384
"frozenset({'excessive anger', 'delusions or hallucinations'})",frozenset({'depression'}),0.005308943460218844,0.005335871010413925,0.5001265182186235,11.712251786008755,52201,0.03125543915008408
"frozenset({'suprapubic pain', 'sharp abdominal pain'})",frozenset({'painful urination'}),0.0052982573111003935,0.0058967246417893325,0.4518982104065377,12.891105533559005,62976,0.03435117787970991
"frozenset({'shortness of breath', 'fever'})",frozenset({'cough'}),0.005298113323291109,0.005584239405535645,0.4770250792735658,4.837971355282349,93044,0.012887495717397442
frozenset({'itchiness of eye'}),frozenset({'pain in eye'}),0.0052944357907278436,0.01220717163740914,0.43635705669481306,11.370285255407893,18087,0.06056593344471115
frozenset({'pelvic pain'}),frozenset({'lower abdominal pain'}),0.005288242324723827,0.014264309866569479,0.37337031410097865,6.162544205124173,21135,0.03282090841411534
"frozenset({'sore throat', 'fever', 'cough'})",frozenset({'nasal congestion'}),0.005283984882032598,0.00443891014868358,0.3994291266852909,6.110267240734227,232115,0.010833687151032598
"frozenset({'arm pain', 'neck pain'})",frozenset({'back pain'}),0.0052787064031608035,0.005965565881741549,0.4450654582074522,5.0454100386549126,65317,0.01339590327241788
"frozenset({'burning abdominal pain', 'diarrhea'})",frozenset({'nausea'}),0.005276093274990198,0.00560583665728536,0.4732224247948952,4.939308021174685,77071,0.013103033936167675
"frozenset({'anxiety and nervousness', 'excessive anger'})",frozenset({'depressive or psychotic symptoms'}),0.005262978581480893,0.005460730122091964,0.4845200311395892,7.933810694898604,60451,0.020991539174197542
"frozenset({'skin moles', 'skin swelling', 'skin growth'})",frozenset({'abnormal appearing skin'}),0.005260217847051837,0.0032429623330431203,0.543306196291271,8.1861404340064,145580,0.014423337077309556
"frozenset({'skin moles', 'irregular appearing scalp'})",frozenset({'skin growth'}),0.0052498222322375256,0.005279853138688102,0.4997764006899636,11.953826651981506,51826,0.03154311223661178
"frozenset({'leg pain', 'hip pain'})",frozenset({'low back pain'}),0.005233510859981897,0.006838229835253464,0.3852764468780896,8.604822855336202,73509,0.02267034282477748
"frozenset({'skin moles', 'abnormal appearing skin', 'skin lesion'})",frozenset({'skin swelling'}),0.0052328378042537935,0.0033462241929714445,0.5238799661876585,8.501831648425718,163675,0.014903879361084933
"frozenset({'skin moles', 'skin growth', 'abnormal appearing skin'})",frozenset({'skin swelling'}),0.00521832491747913,0.0032429623330431203,0.5389792484576557,8.746871665523052,145580,0.015288564276425417
"frozenset({'retention of urine', 'frequent urination'})",frozenset({'blood in urine'}),0.005170375368348844,0.005363542489218247,0.4845731707317073,18.134867264733117,50672,0.04713304213030273
"frozenset({'arm pain', 'back pain'})",frozenset({'neck pain'}),0.005167600392703384,0.005965565881741549,0.43569773746734364,10.518464930968147,65317,0.027339421097526
"frozenset({'itching of skin', 'acne or pimples'})",frozenset({'skin lesion'}),0.005150031503385782,0.005446556925631213,0.47534900159038695,9.518222001005848,59697,0.02464282330985094
frozenset({'insomnia'}),frozenset({'depression'}),0.005147877613092572,0.014262285124217943,0.363511258665474,8.51291669896589,21132,0.04413522698558545
"frozenset({'arm pain', 'back pain'})",frozenset({'leg pain'}),0.005146636824498494,0.005953417427632334,0.434810469758959,6.639859304397299,71596,0.017187994430648272
"frozenset({'foreign body sensation in eye', 'lacrimation'})",frozenset({'diminished vision'}),0.005139350058361796,0.005009887491816667,0.5154861111111111,14.530759398245914,50994,0.03752608458318198
"frozenset({'eye redness', 'symptoms of eye'})",frozenset({'pain in eye'}),0.005138137713485819,0.005231934236368422,0.4936007640878701,12.8619015181681,55625,0.033215690079782936
"frozenset({'lower abdominal pain', 'suprapubic pain'})",frozenset({'painful urination'}),0.005138113591456508,0.004987615325949773,0.5176520033622863,14.766835653095857,52910,0.038125740831017815
"frozenset({'arm pain', 'neck pain'})",frozenset({'low back pain'}),0.005135586979998481,0.005883901273562939,0.4389728096676737,9.804085601668683,61748,0.025322704792764977
"frozenset({'itching of skin', 'irregular appearing scalp'})",frozenset({'skin swelling'}),0.005135241440021675,0.005300775476320638,0.4869489738979478,7.902493824264757,61996,0.020397973791651647
"frozenset({'itching of skin', 'skin swelling'})",frozenset({'skin lesion'}),0.005135119126611034,0.006502122604898527,0.3974422442244224,7.9582443645602465,77624,0.02056583992943669
"frozenset({'fever', 'wheezing'})",frozenset({'cough'}),0.005130919620053872,0.004969392644785951,0.5188134160090192,5.261787177332819,78181,0.013565874315166827
"frozenset({'lower abdominal pain', 'back pain'})",frozenset({'sharp abdominal pain'}),0.0051210388645330385,0.00541011156330357,0.47583996200878553,3.6312019226804417,90810,0.009347974795490816
"frozenset({'abnormal appearing skin', 'skin lesion'})",frozenset({'itching of skin'}),0.005116350777511927,0.007761512347553774,0.3321491494093522,7.9275669744254085,86128,0.02043710692365528
"frozenset({'leg pain', 'low back pain'})",frozenset({'hip pain'}),0.005110689513397843,0.006838229835253464,0.37623468251021164,9.617273515197455,73509,0.024743121558731408
"frozenset({'lacrimation', 'pain in eye'})",frozenset({'itchiness of eye'}),0.005101102701684424,0.0059237212064764755,0.4331112755983222,15.481977894228374,57408,0.039721033881095574
frozenset({'irregular appearing scalp'}),frozenset({'skin growth'}),0.005094351443522435,0.012920555859266908,0.39682440975892874,9.491384945316351,19144,0.048664152510757855
"frozenset({'hip pain', 'neck pain'})",frozenset({'low back pain'}),0.005091556642519018,0.004752070299054445,0.5382616007950463,12.021616587781255,56870,0.030749575734758724
"frozenset({'skin rash', 'abnormal appearing skin'})",frozenset({'skin lesion'}),0.0050913562833248514,0.007089972800961078,0.36159300564505026,7.240411761096568,85673,0.018562131948869957
"frozenset({'sharp chest pain', 'vomiting'})",frozenset({'sharp abdominal pain'}),0.0050906511949221364,0.0070886229727267205,0.3616112928214839,2.759506822867662,105501,0.007073515910453442
"frozenset({'eye redness', 'diminished vision'})",frozenset({'pain in eye'}),0.0050880047221186905,0.005158368597595956,0.49571928914256064,12.91710455389993,55415,0.03303036440784438
"frozenset({'nausea', 'back pain'})",frozenset({'vomiting'}),0.005079898309025167,0.005917646979421869,0.4317510340752413,3.824751008383931,99328,0.00977204836398546
"frozenset({'irregular appearing scalp', 'skin dryness, peeling, scaliness, or roughness'})",frozenset({'skin lesion'}),0.005076606765151297,0.005580864834949753,0.4573561946902655,9.15794033443329,58342,0.023375121653406675
"frozenset({'foreign body sensation in eye', 'lacrimation'})",frozenset({'symptoms of eye'}),0.005049957708718333,0.004966018074200058,0.5109722222222223,15.0255465199357,49517,0.03812728358967641
"frozenset({'itching of skin', 'irregular appearing scalp'})",frozenset({'skin lesion'}),0.0050365950410720915,0.005249482003415066,0.48223696447392894,9.65614415849622,57606,0.02444447357264337
"frozenset({'shortness of breath', 'nasal congestion'})",frozenset({'cough'}),0.005035532773199667,0.0049680428165515935,0.5093060264304988,5.165363571021727,87509,0.01306968259135317
frozenset({'blood in urine'}),frozenset({'frequent urination'}),0.005032222738565896,0.011629445153104268,0.43522517743931705,14.903512645462406,17231,0.0754330462209261
"frozenset({'irregular heartbeat', 'sharp chest pain'})",frozenset({'shortness of breath'}),0.005026475586943523,0.005184690248165921,0.48725104655587975,5.632057246561223,80971,0.01422796067999223
"frozenset({'irregular appearing scalp', 'abnormal appearing skin'})","frozenset({'skin dryness, peeling, scaliness, or roughness'})",0.00502114310237545,0.006012134955826871,0.4200896015090781,13.217126958740275,63628,0.03338164344002861
"frozenset({'insomnia', 'excessive anger'})",frozenset({'depression'}),0.005019235038810545,0.004967367902434415,0.5077262693156732,11.890227148476404,53761,0.02998790401478824
frozenset({'suprapubic pain'}),frozenset({'sharp abdominal pain'}),0.00501768563850377,0.013048789541530841,0.38703607318733235,2.9535269109629367,19334,0.014916351321572584
"frozenset({'cough', 'ear pain'})",frozenset({'fever'}),0.005010213649386337,0.005966240795858727,0.4223804290697119,5.122980413877752,87340,0.012910030250671223
"frozenset({'skin moles', 'acne or pimples'})",frozenset({'abnormal appearing skin'}),0.005009950895970881,0.004758144526109053,0.5289615846338536,7.970006316080842,56182,0.020059514974317093
"frozenset({'vaginal discharge', 'pelvic pain'})",frozenset({'sharp abdominal pain'}),0.005009780040449518,0.00475949435434341,0.5287942411517698,4.035303502182945,55542,0.010156024435904465
"frozenset({'low back pain', 'arm pain'})",frozenset({'leg pain'}),0.0050094164364951005,0.0055896387184730745,0.45059847660500546,6.8809531865495,67458,0.017330937690720118
"frozenset({'sharp abdominal pain', 'sharp chest pain', 'vomiting'})",frozenset({'nausea'}),0.0050079631927996675,0.00344881113878259,0.48652765876416265,5.07818277736675,243809,0.008520896210872226
"frozenset({'nausea', 'back pain'})",frozenset({'sharp abdominal pain'}),0.0050062239974087664,0.005874452475922439,0.42859956667323224,3.2707037971205755,106754,0.008234938070780472
"frozenset({'sore throat', 'headache'})",frozenset({'cough'}),0.005005764341443228,0.005303475132789353,0.4744309605747751,4.811661895880206,73780,0.012106780326595115
"frozenset({'skin rash', 'skin swelling'})",frozenset({'itching of skin'}),0.0049949861875704825,0.006654653195380888,0.3777922525767271,9.016953347756235,74693,0.022669309799046314
"frozenset({'vomiting', 'back pain'})",frozenset({'sharp abdominal pain'}),0.004994022829800717,0.005945993372343369,0.42244066171181965,3.2237043239298924,103972,0.008097395216345464
"frozenset({'skin moles', 'skin dryness, peeling, scaliness, or roughness'})",frozenset({'abnormal appearing skin'}),0.004993274583547835,0.004828335594295626,0.5195729537366548,7.828545291833077,57836,0.019639256964699325
"frozenset({'lower abdominal pain', 'painful urination'})",frozenset({'sharp abdominal pain'}),0.004993176010283447,0.005274453825750673,0.47582805650267895,3.6311110700826856,80938,0.009113119689640228
"frozenset({'insomnia', 'depressive or psychotic symptoms', 'depression'})",frozenset({'anxiety and nervousness'}),0.004990945513257584,0.0033131534012296937,0.5046258223684211,12.781663029362505,143845,0.021369697692707915
"frozenset({'skin swelling', 'skin growth'})",frozenset({'irregular appearing scalp'}),0.0049862681324632325,0.006271301976823449,0.4000344411916652,12.28611467944478,63999,0.030822627802261318
"frozenset({'painful urination', 'blood in urine'})",frozenset({'frequent urination'}),0.004981533761070869,0.005057131480019168,0.4950122217083967,16.950813712789298,48078,0.04243368202656953
"frozenset({'itching of skin', 'skin rash', 'skin swelling'})",frozenset({'abnormal appearing skin'}),0.004976298097321071,0.003330701168276337,0.5005070993914807,7.541274941836493,172958,0.012571603816784986
"frozenset({'retention of urine', 'blood in urine'})",frozenset({'frequent urination'}),0.004975890853877181,0.005363542489218247,0.4663458717211431,15.96918550817135,50672,0.03994317912480162
"frozenset({'leg pain', 'low back pain'})",frozenset({'neck pain'}),0.004969903082056992,0.006743066944731283,0.3709988860007426,8.956527510358137,69120,0.022406279085234723
"frozenset({'sharp chest pain', 'weakness'})",frozenset({'shortness of breath'}),0.004960353943619216,0.0053459947221716035,0.4664075840546429,5.3911309830810366,85836,0.01344231328928407
"frozenset({'cough', 'coryza', 'nasal congestion'})",frozenset({'sore throat'}),0.004953094976201438,0.0036695080550999885,0.4524047262439673,7.9593729381704295,185474,0.01321337719836468
frozenset({'lacrimation'}),frozenset({'symptoms of eye'}),0.004948085915970339,0.012148454109214602,0.4097707560270449,12.049636534871924,18000,0.059984069401027386
"frozenset({'nausea', 'sharp abdominal pain', 'sharp chest pain'})",frozenset({'vomiting'}),0.004947200659704186,0.00344881113878259,0.4806245297215952,4.257706431772827,243809,0.007057502786705615
"frozenset({'vomiting', 'back pain'})",frozenset({'nausea'}),0.004946659067834241,0.005917646979421869,0.42042675617357944,4.3882477673890135,99328,0.010917684528650667
"frozenset({'sore throat', 'coryza', 'fever'})",frozenset({'nasal congestion'}),0.004946299765029323,0.0033394750517996585,0.4961893301243481,7.590456495300731,165764,0.012577476655039136
"frozenset({'anxiety and nervousness', 'hostile behavior'})",frozenset({'depressive or psychotic symptoms'}),0.004940847906252115,0.005331821525710853,0.4658018867924528,7.62730899369818,65712,0.018942975069528228
"frozenset({'nasal congestion', 'wheezing'})",frozenset({'cough'}),0.004939191143450331,0.00487422975426377,0.509129362002115,5.163571846684467,75531,0.01281398952570527
"frozenset({'lower abdominal pain', 'nausea'})",frozenset({'vomiting'}),0.004934158616397203,0.005981763820553834,0.41489560902537215,3.675433927779112,98367,0.009121719647137209
"frozenset({'skin moles', 'skin lesion'})",frozenset({'skin growth'}),0.004928090606187597,0.005545769300856466,0.44677033492822965,10.686009042457425,57638,0.02647656653681952
frozenset({'blood in urine'}),frozenset({'retention of urine'}),0.004922170166622536,0.011501211470840336,0.4304261069434973,12.81573558416839,17041,0.06344329526214605
"frozenset({'frequent urination', 'blood in urine'})",frozenset({'retention of urine'}),0.004921023506524349,0.005363542489218247,0.4612036445940456,13.732122341612433,50672,0.033968949777946345
"frozenset({'sharp abdominal pain', 'regurgitation.1'})",frozenset({'regurgitation'}),0.004916499224216077,0.004419337639285401,0.558703071672355,55.610209606662515,33154,0.13730703028315358
"frozenset({'acne or pimples', 'skin swelling', 'abnormal appearing skin'})",frozenset({'skin lesion'}),0.004912094709175503,0.0034731080470010193,0.47389262363016854,9.489059998569001,171436,0.015617856770503287
"frozenset({'skin dryness, peeling, scaliness, or roughness', 'acne or pimples'})",frozenset({'skin lesion'}),0.004906566135899099,0.005242732862243279,0.47038876105122923,9.418899880895925,58019,0.02322816201028536
"frozenset({'lacrimation', 'pain in eye'})",frozenset({'symptoms of eye'}),0.004905969268787783,0.005808985806556115,0.4247224278312361,12.489302392377153,60367,0.030813688729821424
